spot_index,obs_name,x,y,spatial_domain,original_barcode,spfac_1,spfac_2,spfac_3,spfac_4,rna_nsfac_1,adt_nsfac_1,rna_nsfac_2,adt_nsfac_2,rna_nsfac_3,adt_nsfac_3,spatial_x,spatial_y,section,stage
157,32,1.6571429,2.0000052,sp2,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.6571429,2.0000052,Simulation3,Simulation3
158,675,1.0857143,-0.057137728,sp4,675,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0857143,-0.057137728,Simulation3,Simulation3
159,402,-1.3142858,0.74286234,sp1,402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3142858,0.74286234,Simulation3,Simulation3
160,353,1.3142858,0.97143376,background,353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142858,0.97143376,Simulation3,Simulation3
161,668,0.2857144,-0.057137728,sp4,668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2857144,-0.057137728,Simulation3,Simulation3
162,376,-0.17142856,0.85714805,sp1,376,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.17142856,0.85714805,Simulation3,Simulation3
163,1275,-0.28571427,-1.9999949,sp3,1275,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28571427,-1.9999949,Simulation3,Simulation3
164,1013,-1.4285715,-1.1999949,sp3,1013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.4285715,-1.1999949,Simulation3,Simulation3
165,881,-0.057142854,-0.7428521,background,881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.057142854,-0.7428521,Simulation3,Simulation3
166,1011,-1.6571429,-1.1999949,sp3,1011,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6571429,-1.1999949,Simulation3,Simulation3
167,933,1.7714286,-0.8571378,background,933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.7714286,-0.8571378,Simulation3,Simulation3
168,483,-0.28571427,0.5142909,background,483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.28571427,0.5142909,Simulation3,Simulation3
169,869,-1.4285715,-0.7428521,sp3,869,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4285715,-0.7428521,Simulation3,Simulation3
170,486,0.057142973,0.5142909,sp2,486,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.057142973,0.5142909,Simulation3,Simulation3
171,302,-0.39999998,1.0857195,sp1,302,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.39999998,1.0857195,Simulation3,Simulation3
172,602,0.97142863,0.1714338,sp2,602,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97142863,0.1714338,Simulation3,Simulation3
173,1216,1.2,-1.7714235,sp4,1216,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-1.7714235,Simulation3,Simulation3
174,1119,-1.6571429,-1.542852,sp3,1119,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.6571429,-1.542852,Simulation3,Simulation3
175,1177,0.8571429,-1.6571378,sp4,1177,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8571429,-1.6571378,Simulation3,Simulation3
176,361,-1.8857143,0.85714805,sp1,361,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8857143,0.85714805,Simulation3,Simulation3
177,1293,1.7714286,-1.9999949,background,1293,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.7714286,-1.9999949,Simulation3,Simulation3
178,546,-1.3142858,0.2857195,sp1,546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3142858,0.2857195,Simulation3,Simulation3
179,267,-0.28571427,1.2000052,sp1,267,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28571427,1.2000052,Simulation3,Simulation3
180,552,-0.6285715,0.2857195,background,552,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.6285715,0.2857195,Simulation3,Simulation3
181,151,-1.2,1.5428623,sp1,151,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.2,1.5428623,Simulation3,Simulation3
182,1282,0.5142858,-1.9999949,background,1282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5142858,-1.9999949,Simulation3,Simulation3
183,244,1.2,1.3142909,background,244,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.2,1.3142909,Simulation3,Simulation3
184,1286,0.97142863,-1.9999949,sp4,1286,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.97142863,-1.9999949,Simulation3,Simulation3
185,407,-0.7428572,0.74286234,sp1,407,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.7428572,0.74286234,Simulation3,Simulation3
186,1189,-1.8857143,-1.7714235,sp3,1189,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.8857143,-1.7714235,Simulation3,Simulation3
187,1207,0.17142868,-1.7714235,background,1207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.17142868,-1.7714235,Simulation3,Simulation3
188,1163,-0.7428572,-1.6571378,sp3,1163,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7428572,-1.6571378,Simulation3,Simulation3
189,51,-0.28571427,1.8857194,background,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.28571427,1.8857194,Simulation3,Simulation3
190,259,-1.2,1.2000052,sp1,259,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.2,1.2000052,Simulation3,Simulation3
191,842,-0.39999998,-0.6285664,background,842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.39999998,-0.6285664,Simulation3,Simulation3
192,682,1.8857143,-0.057137728,sp4,682,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.8857143,-0.057137728,Simulation3,Simulation3
193,1217,1.3142858,-1.7714235,sp4,1217,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3142858,-1.7714235,Simulation3,Simulation3
194,73,-1.8857143,1.7714337,background,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8857143,1.7714337,Simulation3,Simulation3
195,556,-0.17142856,0.2857195,background,556,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.17142856,0.2857195,Simulation3,Simulation3
196,509,-1.4285715,0.40000522,background,509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4285715,0.40000522,Simulation3,Simulation3
197,1222,1.8857143,-1.7714235,background,1222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8857143,-1.7714235,Simulation3,Simulation3
198,1021,-0.5142858,-1.1999949,background,1021,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.5142858,-1.1999949,Simulation3,Simulation3
199,346,0.5142858,0.97143376,sp2,346,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5142858,0.97143376,Simulation3,Simulation3
200,1068,0.7428572,-1.3142806,sp4,1068,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7428572,-1.3142806,Simulation3,Simulation3
201,160,-0.17142856,1.5428623,background,160,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.17142856,1.5428623,Simulation3,Simulation3
202,1043,2.0,-1.1999949,background,1043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.1999949,Simulation3,Simulation3
203,473,-1.4285715,0.5142909,background,473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.4285715,0.5142909,Simulation3,Simulation3
204,401,-1.4285715,0.74286234,sp1,401,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4285715,0.74286234,Simulation3,Simulation3
205,1044,-2.0,-1.3142806,sp3,1044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.3142806,Simulation3,Simulation3
206,611,2.0,0.1714338,sp2,611,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1714338,Simulation3,Simulation3
207,437,-1.4285715,0.62857664,background,437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4285715,0.62857664,Simulation3,Simulation3
208,699,-0.28571427,-0.17142344,background,699,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.28571427,-0.17142344,Simulation3,Simulation3
209,840,-0.6285715,-0.6285664,background,840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6285715,-0.6285664,Simulation3,Simulation3
210,902,-1.7714286,-0.8571378,sp3,902,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7714286,-0.8571378,Simulation3,Simulation3
211,974,-1.7714286,-1.0857092,sp3,974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7714286,-1.0857092,Simulation3,Simulation3
212,949,-0.5142858,-0.9714235,background,949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5142858,-0.9714235,Simulation3,Simulation3
213,1274,-0.39999998,-1.9999949,sp3,1274,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39999998,-1.9999949,Simulation3,Simulation3
214,136,1.2,1.657148,sp2,136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.657148,Simulation3,Simulation3
215,720,-2.0,-0.28570914,sp3,720,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.0,-0.28570914,Simulation3,Simulation3
216,50,-0.39999998,1.8857194,background,50,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.39999998,1.8857194,Simulation3,Simulation3
217,709,0.8571429,-0.17142344,sp4,709,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8571429,-0.17142344,Simulation3,Simulation3
218,885,0.4000001,-0.7428521,background,885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4000001,-0.7428521,Simulation3,Simulation3
219,785,1.3142858,-0.39999485,sp4,785,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3142858,-0.39999485,Simulation3,Simulation3
220,555,-0.28571427,0.2857195,background,555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.28571427,0.2857195,Simulation3,Simulation3
221,765,-0.97142863,-0.39999485,background,765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.97142863,-0.39999485,Simulation3,Simulation3
222,664,-0.17142856,-0.057137728,background,664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17142856,-0.057137728,Simulation3,Simulation3
223,721,-1.8857143,-0.28570914,sp3,721,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8857143,-0.28570914,Simulation3,Simulation3
224,605,1.3142858,0.1714338,sp2,605,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142858,0.1714338,Simulation3,Simulation3
225,421,0.8571429,0.74286234,background,421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571429,0.74286234,Simulation3,Simulation3
226,564,0.7428572,0.2857195,sp2,564,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7428572,0.2857195,Simulation3,Simulation3
227,318,1.4285715,1.0857195,sp2,318,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.4285715,1.0857195,Simulation3,Simulation3
228,42,-1.3142858,1.8857194,sp1,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3142858,1.8857194,Simulation3,Simulation3
229,510,-1.3142858,0.40000522,sp1,510,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.3142858,0.40000522,Simulation3,Simulation3
230,658,-0.8571429,-0.057137728,background,658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8571429,-0.057137728,Simulation3,Simulation3
231,1226,-1.7714286,-1.8857092,sp3,1226,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.7714286,-1.8857092,Simulation3,Simulation3
232,199,0.17142868,1.4285766,sp2,199,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17142868,1.4285766,Simulation3,Simulation3
233,912,-0.6285715,-0.8571378,background,912,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.6285715,-0.8571378,Simulation3,Simulation3
234,257,-1.4285715,1.2000052,sp1,257,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.4285715,1.2000052,Simulation3,Simulation3
235,94,0.5142858,1.7714337,sp2,94,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5142858,1.7714337,Simulation3,Simulation3
236,1089,-0.97142863,-1.4285663,sp3,1089,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.97142863,-1.4285663,Simulation3,Simulation3
237,1091,-0.7428572,-1.4285663,sp3,1091,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.7428572,-1.4285663,Simulation3,Simulation3
238,845,-0.057142854,-0.6285664,background,845,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.057142854,-0.6285664,Simulation3,Simulation3
239,819,1.0857143,-0.5142807,sp4,819,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0857143,-0.5142807,Simulation3,Simulation3
240,1192,-1.5428572,-1.7714235,sp3,1192,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.5428572,-1.7714235,Simulation3,Simulation3
241,655,-1.2,-0.057137728,background,655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.2,-0.057137728,Simulation3,Simulation3
242,127,0.17142868,1.657148,sp2,127,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17142868,1.657148,Simulation3,Simulation3
243,517,-0.5142858,0.40000522,background,517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.5142858,0.40000522,Simulation3,Simulation3
244,999,1.0857143,-1.0857092,sp4,999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0857143,-1.0857092,Simulation3,Simulation3
245,735,-0.28571427,-0.28570914,background,735,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.28571427,-0.28570914,Simulation3,Simulation3
246,518,-0.39999998,0.40000522,background,518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39999998,0.40000522,Simulation3,Simulation3
247,984,-0.6285715,-1.0857092,background,984,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6285715,-1.0857092,Simulation3,Simulation3
248,258,-1.3142858,1.2000052,sp1,258,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1.3142858,1.2000052,Simulation3,Simulation3
249,1147,1.5428572,-1.542852,background,1147,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5428572,-1.542852,Simulation3,Simulation3
250,775,0.17142868,-0.39999485,sp4,775,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.17142868,-0.39999485,Simulation3,Simulation3
251,1138,0.5142858,-1.542852,background,1138,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5142858,-1.542852,Simulation3,Simulation3
252,665,-0.057142854,-0.057137728,background,665,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.057142854,-0.057137728,Simulation3,Simulation3
253,369,-0.97142863,0.85714805,sp1,369,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.97142863,0.85714805,Simulation3,Simulation3
254,1036,1.2,-1.1999949,sp4,1036,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-1.1999949,Simulation3,Simulation3
255,986,-0.39999998,-1.0857092,background,986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39999998,-1.0857092,Simulation3,Simulation3
256,829,-1.8857143,-0.6285664,sp3,829,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.8857143,-0.6285664,Simulation3,Simulation3
257,81,-0.97142863,1.7714337,sp1,81,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.97142863,1.7714337,Simulation3,Simulation3
258,692,-1.0857143,-0.17142344,background,692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0857143,-0.17142344,Simulation3,Simulation3
259,619,-1.2,0.0571481,sp1,619,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,0.0571481,Simulation3,Simulation3
260,904,-1.5428572,-0.8571378,sp3,904,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5428572,-0.8571378,Simulation3,Simulation3
261,761,-1.4285715,-0.39999485,sp3,761,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.4285715,-0.39999485,Simulation3,Simulation3
262,1001,1.3142858,-1.0857092,sp4,1001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3142858,-1.0857092,Simulation3,Simulation3
263,647,2.0,0.0571481,sp2,647,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0571481,Simulation3,Simulation3
264,375,-0.28571427,0.85714805,sp1,375,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.28571427,0.85714805,Simulation3,Simulation3
265,566,0.97142863,0.2857195,sp2,566,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97142863,0.2857195,Simulation3,Simulation3
266,1029,0.4000001,-1.1999949,background,1029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000001,-1.1999949,Simulation3,Simulation3
267,1251,1.0857143,-1.8857092,sp4,1251,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0857143,-1.8857092,Simulation3,Simulation3
268,639,1.0857143,0.0571481,sp2,639,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0857143,0.0571481,Simulation3,Simulation3
269,23,0.6285715,2.0000052,sp2,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6285715,2.0000052,Simulation3,Simulation3
270,859,1.5428572,-0.6285664,sp4,859,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5428572,-0.6285664,Simulation3,Simulation3
271,17,-0.057142854,2.0000052,background,17,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.057142854,2.0000052,Simulation3,Simulation3
272,557,-0.057142854,0.2857195,background,557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.057142854,0.2857195,Simulation3,Simulation3
273,1161,-0.97142863,-1.6571378,sp3,1161,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.97142863,-1.6571378,Simulation3,Simulation3
274,1067,0.6285715,-1.3142806,background,1067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6285715,-1.3142806,Simulation3,Simulation3
275,714,1.4285715,-0.17142344,sp4,714,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4285715,-0.17142344,Simulation3,Simulation3
276,334,-0.8571429,0.97143376,sp1,334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8571429,0.97143376,Simulation3,Simulation3
277,299,-0.7428572,1.0857195,sp1,299,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.7428572,1.0857195,Simulation3,Simulation3
278,894,1.4285715,-0.7428521,background,894,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4285715,-0.7428521,Simulation3,Simulation3
279,124,-0.17142856,1.657148,background,124,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.17142856,1.657148,Simulation3,Simulation3
280,313,0.8571429,1.0857195,background,313,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8571429,1.0857195,Simulation3,Simulation3
281,420,0.7428572,0.74286234,background,420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7428572,0.74286234,Simulation3,Simulation3
282,1130,-0.39999998,-1.542852,sp3,1130,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39999998,-1.542852,Simulation3,Simulation3
283,30,1.4285715,2.0000052,sp2,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285715,2.0000052,Simulation3,Simulation3
284,1122,-1.3142858,-1.542852,sp3,1122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3142858,-1.542852,Simulation3,Simulation3
285,1140,0.7428572,-1.542852,sp4,1140,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7428572,-1.542852,Simulation3,Simulation3
286,113,-1.4285715,1.657148,background,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.4285715,1.657148,Simulation3,Simulation3
287,1133,-0.057142854,-1.542852,sp3,1133,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.057142854,-1.542852,Simulation3,Simulation3
288,114,-1.3142858,1.657148,sp1,114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.3142858,1.657148,Simulation3,Simulation3
289,1258,1.8857143,-1.8857092,background,1258,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8857143,-1.8857092,Simulation3,Simulation3
290,36,-2.0,1.8857194,background,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,1.8857194,Simulation3,Simulation3
291,3,-1.6571429,2.0000052,background,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.6571429,2.0000052,Simulation3,Simulation3
292,876,-0.6285715,-0.7428521,background,876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6285715,-0.7428521,Simulation3,Simulation3
293,1294,1.8857143,-1.9999949,background,1294,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.8857143,-1.9999949,Simulation3,Simulation3
294,206,0.97142863,1.4285766,sp2,206,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.97142863,1.4285766,Simulation3,Simulation3
295,271,0.17142868,1.2000052,sp2,271,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17142868,1.2000052,Simulation3,Simulation3
296,1243,0.17142868,-1.8857092,background,1243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17142868,-1.8857092,Simulation3,Simulation3
297,247,1.5428572,1.3142909,sp2,247,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5428572,1.3142909,Simulation3,Simulation3
298,457,0.8571429,0.62857664,sp2,457,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8571429,0.62857664,Simulation3,Simulation3
299,253,-1.8857143,1.2000052,sp1,253,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8857143,1.2000052,Simulation3,Simulation3
300,201,0.4000001,1.4285766,sp2,201,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.4000001,1.4285766,Simulation3,Simulation3
301,1070,0.97142863,-1.3142806,sp4,1070,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.97142863,-1.3142806,Simulation3,Simulation3
302,297,-0.97142863,1.0857195,sp1,297,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.97142863,1.0857195,Simulation3,Simulation3
303,85,-0.5142858,1.7714337,background,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5142858,1.7714337,Simulation3,Simulation3
304,311,0.6285715,1.0857195,sp2,311,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6285715,1.0857195,Simulation3,Simulation3
305,145,-1.8857143,1.5428623,background,145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.8857143,1.5428623,Simulation3,Simulation3
306,690,-1.3142858,-0.17142344,background,690,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.3142858,-0.17142344,Simulation3,Simulation3
307,1281,0.4000001,-1.9999949,background,1281,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4000001,-1.9999949,Simulation3,Simulation3
308,848,0.2857144,-0.6285664,sp4,848,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857144,-0.6285664,Simulation3,Simulation3
309,502,1.8857143,0.5142909,sp2,502,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8857143,0.5142909,Simulation3,Simulation3
310,272,0.2857144,1.2000052,sp2,272,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2857144,1.2000052,Simulation3,Simulation3
311,435,-1.6571429,0.62857664,background,435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.6571429,0.62857664,Simulation3,Simulation3
312,264,-0.6285715,1.2000052,sp1,264,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.6285715,1.2000052,Simulation3,Simulation3
313,865,-1.8857143,-0.7428521,sp3,865,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8857143,-0.7428521,Simulation3,Simulation3
314,1078,1.8857143,-1.3142806,background,1078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.8857143,-1.3142806,Simulation3,Simulation3
