scope,label,sample_order,section,spot_id
combined,cell_type_common,3698,section1,section1:1012:442
combined,cell_type_common,3699,section1,section1:41:443
combined,cell_type_common,3700,section1,section1:127:443
combined,cell_type_common,3701,section1,section1:163:443
combined,cell_type_common,3702,section1,section1:290:443
combined,cell_type_common,3703,section1,section1:386:443
combined,cell_type_common,3704,section1,section1:472:443
combined,cell_type_common,3705,section1,section1:561:443
combined,cell_type_common,3706,section1,section1:781:443
combined,cell_type_common,3707,section1,section1:823:443
combined,cell_type_common,3708,section1,section1:835:443
combined,cell_type_common,3709,section1,section1:861:443
combined,cell_type_common,3710,section1,section1:878:443
combined,cell_type_common,3711,section1,section1:904:443
combined,cell_type_common,3712,section1,section1:86:444
combined,cell_type_common,3713,section1,section1:549:444
combined,cell_type_common,3714,section1,section1:611:444
combined,cell_type_common,3715,section1,section1:642:444
combined,cell_type_common,3716,section1,section1:813:444
combined,cell_type_common,3717,section1,section1:920:444
combined,cell_type_common,3718,section1,section1:930:444
combined,cell_type_common,3719,section1,section1:129:445
combined,cell_type_common,3720,section1,section1:586:445
combined,cell_type_common,3721,section1,section1:686:445
combined,cell_type_common,3722,section1,section1:694:445
combined,cell_type_common,3723,section1,section1:791:445
combined,cell_type_common,3724,section1,section1:921:445
combined,cell_type_common,3725,section1,section1:89:446
combined,cell_type_common,3726,section1,section1:112:446
combined,cell_type_common,3727,section1,section1:453:446
combined,cell_type_common,3728,section1,section1:493:446
combined,cell_type_common,3729,section1,section1:726:446
combined,cell_type_common,3730,section1,section1:748:446
combined,cell_type_common,3731,section1,section1:889:446
combined,cell_type_common,3732,section1,section1:1012:446
combined,cell_type_common,3733,section1,section1:41:447
combined,cell_type_common,3734,section1,section1:150:447
combined,cell_type_common,3735,section1,section1:186:447
combined,cell_type_common,3736,section1,section1:291:447
combined,cell_type_common,3737,section1,section1:305:447
combined,cell_type_common,3738,section1,section1:686:447
combined,cell_type_common,3739,section1,section1:372:448
combined,cell_type_common,3740,section1,section1:431:448
combined,cell_type_common,3741,section1,section1:579:448
combined,cell_type_common,3742,section1,section1:706:448
combined,cell_type_common,3743,section1,section1:778:448
combined,cell_type_common,3744,section1,section1:830:448
combined,cell_type_common,3745,section1,section1:50:449
combined,cell_type_common,3746,section1,section1:55:449
combined,cell_type_common,3747,section1,section1:208:449
combined,cell_type_common,3748,section1,section1:271:449
combined,cell_type_common,3749,section1,section1:332:449
combined,cell_type_common,3750,section1,section1:743:449
combined,cell_type_common,3751,section1,section1:809:449
combined,cell_type_common,3752,section1,section1:821:449
combined,cell_type_common,3753,section1,section1:861:449
combined,cell_type_common,3754,section1,section1:889:449
combined,cell_type_common,3755,section1,section1:959:449
combined,cell_type_common,3756,section1,section1:66:450
combined,cell_type_common,3757,section1,section1:511:450
combined,cell_type_common,3758,section1,section1:702:450
combined,cell_type_common,3759,section1,section1:946:450
combined,cell_type_common,3760,section1,section1:969:450
combined,cell_type_common,3761,section1,section1:1016:450
combined,cell_type_common,3762,section1,section1:1018:450
combined,cell_type_common,3763,section1,section1:105:451
combined,cell_type_common,3764,section1,section1:389:451
combined,cell_type_common,3765,section1,section1:653:451
combined,cell_type_common,3766,section1,section1:739:451
combined,cell_type_common,3767,section1,section1:1022:451
combined,cell_type_common,3768,section1,section1:35:452
combined,cell_type_common,3769,section1,section1:63:452
combined,cell_type_common,3770,section1,section1:207:452
combined,cell_type_common,3771,section1,section1:282:452
combined,cell_type_common,3772,section1,section1:301:452
combined,cell_type_common,3773,section1,section1:329:452
combined,cell_type_common,3774,section1,section1:421:452
combined,cell_type_common,3775,section1,section1:599:452
combined,cell_type_common,3776,section1,section1:638:452
combined,cell_type_common,3777,section1,section1:894:452
combined,cell_type_common,3778,section1,section1:975:452
combined,cell_type_common,3779,section1,section1:38:453
combined,cell_type_common,3780,section1,section1:375:453
combined,cell_type_common,3781,section1,section1:438:453
combined,cell_type_common,3782,section1,section1:491:453
combined,cell_type_common,3783,section1,section1:581:453
combined,cell_type_common,3784,section1,section1:1011:453
combined,cell_type_common,3785,section1,section1:144:454
combined,cell_type_common,3786,section1,section1:409:454
combined,cell_type_common,3787,section1,section1:414:454
combined,cell_type_common,3788,section1,section1:483:454
combined,cell_type_common,3789,section1,section1:554:454
combined,cell_type_common,3790,section1,section1:596:454
combined,cell_type_common,3791,section1,section1:612:454
combined,cell_type_common,3792,section1,section1:713:454
combined,cell_type_common,3793,section1,section1:720:454
combined,cell_type_common,3794,section1,section1:1014:454
combined,cell_type_common,3795,section1,section1:94:455
combined,cell_type_common,3796,section1,section1:116:455
combined,cell_type_common,3797,section1,section1:131:455
combined,cell_type_common,3798,section1,section1:303:455
combined,cell_type_common,3799,section1,section1:327:455
combined,cell_type_common,3800,section1,section1:532:455
combined,cell_type_common,3801,section1,section1:948:455
combined,cell_type_common,3802,section1,section1:980:455
combined,cell_type_common,3803,section1,section1:357:456
combined,cell_type_common,3804,section1,section1:386:456
combined,cell_type_common,3805,section1,section1:446:456
combined,cell_type_common,3806,section1,section1:452:456
combined,cell_type_common,3807,section1,section1:554:456
combined,cell_type_common,3808,section1,section1:571:456
combined,cell_type_common,3809,section1,section1:871:456
combined,cell_type_common,3810,section1,section1:194:457
combined,cell_type_common,3811,section1,section1:301:457
combined,cell_type_common,3812,section1,section1:515:457
combined,cell_type_common,3813,section1,section1:622:457
combined,cell_type_common,3814,section1,section1:631:457
combined,cell_type_common,3815,section1,section1:639:457
combined,cell_type_common,3816,section1,section1:728:457
combined,cell_type_common,3817,section1,section1:827:457
combined,cell_type_common,3818,section1,section1:867:457
combined,cell_type_common,3819,section1,section1:956:457
combined,cell_type_common,3820,section1,section1:161:458
combined,cell_type_common,3821,section1,section1:164:458
combined,cell_type_common,3822,section1,section1:472:458
combined,cell_type_common,3823,section1,section1:563:458
combined,cell_type_common,3824,section1,section1:587:458
combined,cell_type_common,3825,section1,section1:972:458
combined,cell_type_common,3826,section1,section1:174:459
combined,cell_type_common,3827,section1,section1:277:459
combined,cell_type_common,3828,section1,section1:849:459
combined,cell_type_common,3829,section1,section1:38:460
combined,cell_type_common,3830,section1,section1:59:460
combined,cell_type_common,3831,section1,section1:306:460
combined,cell_type_common,3832,section1,section1:397:460
combined,cell_type_common,3833,section1,section1:440:460
combined,cell_type_common,3834,section1,section1:454:460
combined,cell_type_common,3835,section1,section1:501:460
combined,cell_type_common,3836,section1,section1:628:460
combined,cell_type_common,3837,section1,section1:889:460
combined,cell_type_common,3838,section1,section1:955:460
combined,cell_type_common,3839,section1,section1:960:460
combined,cell_type_common,3840,section1,section1:978:460
combined,cell_type_common,3841,section1,section1:64:461
combined,cell_type_common,3842,section1,section1:564:461
combined,cell_type_common,3843,section1,section1:577:461
combined,cell_type_common,3844,section1,section1:1010:461
combined,cell_type_common,3845,section1,section1:68:462
combined,cell_type_common,3846,section1,section1:414:462
combined,cell_type_common,3847,section1,section1:634:462
combined,cell_type_common,3848,section1,section1:686:462
combined,cell_type_common,3849,section1,section1:846:462
combined,cell_type_common,3850,section1,section1:900:462
combined,cell_type_common,3851,section1,section1:945:462
combined,cell_type_common,3852,section1,section1:1008:462
combined,cell_type_common,3853,section1,section1:284:463
combined,cell_type_common,3854,section1,section1:740:463
combined,cell_type_common,3855,section1,section1:854:463
combined,cell_type_common,3856,section1,section1:1017:463
combined,cell_type_common,3857,section1,section1:194:464
combined,cell_type_common,3858,section1,section1:267:464
combined,cell_type_common,3859,section1,section1:288:464
combined,cell_type_common,3860,section1,section1:399:464
combined,cell_type_common,3861,section1,section1:404:464
combined,cell_type_common,3862,section1,section1:809:464
combined,cell_type_common,3863,section1,section1:834:464
combined,cell_type_common,3864,section1,section1:78:465
combined,cell_type_common,3865,section1,section1:474:465
combined,cell_type_common,3866,section1,section1:588:465
combined,cell_type_common,3867,section1,section1:612:465
combined,cell_type_common,3868,section1,section1:906:465
combined,cell_type_common,3869,section1,section1:998:465
combined,cell_type_common,3870,section1,section1:41:466
combined,cell_type_common,3871,section1,section1:262:466
combined,cell_type_common,3872,section1,section1:418:466
combined,cell_type_common,3873,section1,section1:435:466
combined,cell_type_common,3874,section1,section1:545:466
combined,cell_type_common,3875,section1,section1:743:466
combined,cell_type_common,3876,section1,section1:408:467
combined,cell_type_common,3877,section1,section1:416:467
combined,cell_type_common,3878,section1,section1:475:467
combined,cell_type_common,3879,section1,section1:608:467
combined,cell_type_common,3880,section1,section1:839:467
combined,cell_type_common,3881,section1,section1:984:467
combined,cell_type_common,3882,section1,section1:73:468
combined,cell_type_common,3883,section1,section1:307:468
combined,cell_type_common,3884,section1,section1:479:468
combined,cell_type_common,3885,section1,section1:508:468
combined,cell_type_common,3886,section1,section1:545:468
combined,cell_type_common,3887,section1,section1:550:468
combined,cell_type_common,3888,section1,section1:753:468
combined,cell_type_common,3889,section1,section1:877:468
combined,cell_type_common,3890,section1,section1:973:468
combined,cell_type_common,3891,section1,section1:42:469
combined,cell_type_common,3892,section1,section1:59:469
combined,cell_type_common,3893,section1,section1:112:469
combined,cell_type_common,3894,section1,section1:306:469
combined,cell_type_common,3895,section1,section1:312:469
combined,cell_type_common,3896,section1,section1:407:469
combined,cell_type_common,3897,section1,section1:521:469
combined,cell_type_common,3898,section1,section1:637:469
combined,cell_type_common,3899,section1,section1:652:469
combined,cell_type_common,3900,section1,section1:670:469
combined,cell_type_common,3901,section1,section1:969:469
combined,cell_type_common,3902,section1,section1:67:470
combined,cell_type_common,3903,section1,section1:279:470
combined,cell_type_common,3904,section1,section1:468:470
combined,cell_type_common,3905,section1,section1:936:470
combined,cell_type_common,3906,section1,section1:970:470
combined,cell_type_common,3907,section1,section1:1020:470
combined,cell_type_common,3908,section1,section1:40:471
combined,cell_type_common,3909,section1,section1:172:471
combined,cell_type_common,3910,section1,section1:173:471
combined,cell_type_common,3911,section1,section1:253:471
combined,cell_type_common,3912,section1,section1:276:471
combined,cell_type_common,3913,section1,section1:598:471
combined,cell_type_common,3914,section1,section1:661:471
combined,cell_type_common,3915,section1,section1:793:471
combined,cell_type_common,3916,section1,section1:863:471
combined,cell_type_common,3917,section1,section1:909:471
combined,cell_type_common,3918,section1,section1:99:472
combined,cell_type_common,3919,section1,section1:191:472
combined,cell_type_common,3920,section1,section1:209:472
combined,cell_type_common,3921,section1,section1:379:472
combined,cell_type_common,3922,section1,section1:697:472
combined,cell_type_common,3923,section1,section1:765:472
combined,cell_type_common,3924,section1,section1:774:472
combined,cell_type_common,3925,section1,section1:66:473
combined,cell_type_common,3926,section1,section1:137:473
combined,cell_type_common,3927,section1,section1:274:473
combined,cell_type_common,3928,section1,section1:408:473
combined,cell_type_common,3929,section1,section1:464:473
combined,cell_type_common,3930,section1,section1:614:473
combined,cell_type_common,3931,section1,section1:812:473
combined,cell_type_common,3932,section1,section1:877:473
combined,cell_type_common,3933,section1,section1:902:473
combined,cell_type_common,3934,section1,section1:955:473
combined,cell_type_common,3935,section1,section1:69:474
combined,cell_type_common,3936,section1,section1:149:474
combined,cell_type_common,3937,section1,section1:244:474
combined,cell_type_common,3938,section1,section1:399:474
combined,cell_type_common,3939,section1,section1:626:474
combined,cell_type_common,3940,section1,section1:644:474
combined,cell_type_common,3941,section1,section1:893:474
combined,cell_type_common,3942,section1,section1:989:474
combined,cell_type_common,3943,section1,section1:1014:474
combined,cell_type_common,3944,section1,section1:175:475
combined,cell_type_common,3945,section1,section1:251:475
combined,cell_type_common,3946,section1,section1:273:475
combined,cell_type_common,3947,section1,section1:584:475
combined,cell_type_common,3948,section1,section1:622:475
combined,cell_type_common,3949,section1,section1:784:475
combined,cell_type_common,3950,section1,section1:787:475
combined,cell_type_common,3951,section1,section1:877:475
combined,cell_type_common,3952,section1,section1:940:475
combined,cell_type_common,3953,section1,section1:947:475
combined,cell_type_common,3954,section1,section1:162:476
combined,cell_type_common,3955,section1,section1:233:476
combined,cell_type_common,3956,section1,section1:277:476
combined,cell_type_common,3957,section1,section1:457:476
combined,cell_type_common,3958,section1,section1:482:476
combined,cell_type_common,3959,section1,section1:491:476
combined,cell_type_common,3960,section1,section1:579:476
combined,cell_type_common,3961,section1,section1:594:476
combined,cell_type_common,3962,section1,section1:597:476
combined,cell_type_common,3963,section1,section1:688:476
combined,cell_type_common,3964,section1,section1:714:476
combined,cell_type_common,3965,section1,section1:832:476
combined,cell_type_common,3966,section1,section1:985:476
combined,cell_type_common,3967,section1,section1:350:477
combined,cell_type_common,3968,section1,section1:475:477
combined,cell_type_common,3969,section1,section1:568:477
combined,cell_type_common,3970,section1,section1:582:477
combined,cell_type_common,3971,section1,section1:583:477
combined,cell_type_common,3972,section1,section1:608:477
combined,cell_type_common,3973,section1,section1:682:477
combined,cell_type_common,3974,section1,section1:795:477
combined,cell_type_common,3975,section1,section1:825:477
combined,cell_type_common,3976,section1,section1:944:477
combined,cell_type_common,3977,section1,section1:231:478
combined,cell_type_common,3978,section1,section1:388:478
combined,cell_type_common,3979,section1,section1:830:478
combined,cell_type_common,3980,section1,section1:903:478
combined,cell_type_common,3981,section1,section1:914:478
combined,cell_type_common,3982,section1,section1:915:478
combined,cell_type_common,3983,section1,section1:1005:478
combined,cell_type_common,3984,section1,section1:89:479
combined,cell_type_common,3985,section1,section1:116:479
combined,cell_type_common,3986,section1,section1:340:479
combined,cell_type_common,3987,section1,section1:537:479
combined,cell_type_common,3988,section1,section1:548:479
combined,cell_type_common,3989,section1,section1:705:479
combined,cell_type_common,3990,section1,section1:912:479
combined,cell_type_common,3991,section1,section1:922:479
combined,cell_type_common,3992,section1,section1:226:480
combined,cell_type_common,3993,section1,section1:456:480
combined,cell_type_common,3994,section1,section1:766:480
combined,cell_type_common,3995,section1,section1:787:480
combined,cell_type_common,3996,section1,section1:883:480
combined,cell_type_common,3997,section1,section1:940:480
combined,cell_type_common,3998,section1,section1:961:480
combined,cell_type_common,3999,section1,section1:90:481
combined,cell_type_common,4000,section1,section1:108:481
combined,cell_type_common,4001,section1,section1:168:481
combined,cell_type_common,4002,section1,section1:274:481
combined,cell_type_common,4003,section1,section1:311:481
combined,cell_type_common,4004,section1,section1:490:481
combined,cell_type_common,4005,section1,section1:564:481
combined,cell_type_common,4006,section1,section1:728:481
combined,cell_type_common,4007,section1,section1:844:481
combined,cell_type_common,4008,section1,section1:866:481
combined,cell_type_common,4009,section1,section1:899:481
combined,cell_type_common,4010,section1,section1:995:481
combined,cell_type_common,4011,section1,section1:95:482
combined,cell_type_common,4012,section1,section1:208:482
combined,cell_type_common,4013,section1,section1:338:482
combined,cell_type_common,4014,section1,section1:432:482
combined,cell_type_common,4015,section1,section1:518:482
combined,cell_type_common,4016,section1,section1:523:482
combined,cell_type_common,4017,section1,section1:525:482
combined,cell_type_common,4018,section1,section1:636:482
combined,cell_type_common,4019,section1,section1:774:482
combined,cell_type_common,4020,section1,section1:831:482
combined,cell_type_common,4021,section1,section1:39:483
combined,cell_type_common,4022,section1,section1:63:483
combined,cell_type_common,4023,section1,section1:83:483
combined,cell_type_common,4024,section1,section1:136:483
combined,cell_type_common,4025,section1,section1:431:483
combined,cell_type_common,4026,section1,section1:749:483
combined,cell_type_common,4027,section1,section1:97:484
combined,cell_type_common,4028,section1,section1:200:484
combined,cell_type_common,4029,section1,section1:212:484
combined,cell_type_common,4030,section1,section1:268:484
combined,cell_type_common,4031,section1,section1:396:484
combined,cell_type_common,4032,section1,section1:782:484
combined,cell_type_common,4033,section1,section1:52:485
combined,cell_type_common,4034,section1,section1:265:485
combined,cell_type_common,4035,section1,section1:323:485
combined,cell_type_common,4036,section1,section1:466:485
combined,cell_type_common,4037,section1,section1:547:485
combined,cell_type_common,4038,section1,section1:62:486
combined,cell_type_common,4039,section1,section1:89:486
combined,cell_type_common,4040,section1,section1:119:486
combined,cell_type_common,4041,section1,section1:161:486
combined,cell_type_common,4042,section1,section1:212:486
combined,cell_type_common,4043,section1,section1:214:486
combined,cell_type_common,4044,section1,section1:325:486
combined,cell_type_common,4045,section1,section1:718:486
combined,cell_type_common,4046,section1,section1:731:486
combined,cell_type_common,4047,section1,section1:736:486
combined,cell_type_common,4048,section1,section1:919:486
combined,cell_type_common,4049,section1,section1:158:487
combined,cell_type_common,4050,section1,section1:180:487
combined,cell_type_common,4051,section1,section1:242:487
combined,cell_type_common,4052,section1,section1:375:487
combined,cell_type_common,4053,section1,section1:447:487
combined,cell_type_common,4054,section1,section1:593:487
combined,cell_type_common,4055,section1,section1:660:487
combined,cell_type_common,4056,section1,section1:720:487
combined,cell_type_common,4057,section1,section1:821:487
combined,cell_type_common,4058,section1,section1:890:487
combined,cell_type_common,4059,section1,section1:974:487
combined,cell_type_common,4060,section1,section1:986:487
combined,cell_type_common,4061,section1,section1:250:488
combined,cell_type_common,4062,section1,section1:347:488
combined,cell_type_common,4063,section1,section1:841:488
combined,cell_type_common,4064,section1,section1:860:488
combined,cell_type_common,4065,section1,section1:898:488
combined,cell_type_common,4066,section1,section1:999:488
combined,cell_type_common,4067,section1,section1:31:489
combined,cell_type_common,4068,section1,section1:47:489
combined,cell_type_common,4069,section1,section1:133:489
combined,cell_type_common,4070,section1,section1:138:489
combined,cell_type_common,4071,section1,section1:211:489
combined,cell_type_common,4072,section1,section1:214:489
combined,cell_type_common,4073,section1,section1:275:489
combined,cell_type_common,4074,section1,section1:344:489
combined,cell_type_common,4075,section1,section1:492:489
combined,cell_type_common,4076,section1,section1:500:489
combined,cell_type_common,4077,section1,section1:619:489
combined,cell_type_common,4078,section1,section1:871:489
combined,cell_type_common,4079,section1,section1:946:489
combined,cell_type_common,4080,section1,section1:994:489
combined,cell_type_common,4081,section1,section1:73:490
combined,cell_type_common,4082,section1,section1:180:490
combined,cell_type_common,4083,section1,section1:278:490
combined,cell_type_common,4084,section1,section1:453:490
combined,cell_type_common,4085,section1,section1:576:490
combined,cell_type_common,4086,section1,section1:577:490
combined,cell_type_common,4087,section1,section1:834:490
combined,cell_type_common,4088,section1,section1:232:491
combined,cell_type_common,4089,section1,section1:244:491
combined,cell_type_common,4090,section1,section1:338:491
combined,cell_type_common,4091,section1,section1:525:491
combined,cell_type_common,4092,section1,section1:668:491
combined,cell_type_common,4093,section1,section1:724:491
combined,cell_type_common,4094,section1,section1:731:491
combined,cell_type_common,4095,section1,section1:849:491
combined,cell_type_common,4096,section1,section1:920:491
combined,cell_type_common,4097,section1,section1:949:491
combined,cell_type_common,4098,section1,section1:958:491
combined,cell_type_common,4099,section1,section1:96:492
combined,cell_type_common,4100,section1,section1:233:492
combined,cell_type_common,4101,section1,section1:290:492
combined,cell_type_common,4102,section1,section1:331:492
combined,cell_type_common,4103,section1,section1:432:492
combined,cell_type_common,4104,section1,section1:519:492
combined,cell_type_common,4105,section1,section1:547:492
combined,cell_type_common,4106,section1,section1:563:492
combined,cell_type_common,4107,section1,section1:667:492
combined,cell_type_common,4108,section1,section1:681:492
combined,cell_type_common,4109,section1,section1:698:492
combined,cell_type_common,4110,section1,section1:716:492
combined,cell_type_common,4111,section1,section1:721:492
combined,cell_type_common,4112,section1,section1:727:492
combined,cell_type_common,4113,section1,section1:754:492
combined,cell_type_common,4114,section1,section1:763:492
combined,cell_type_common,4115,section1,section1:896:492
combined,cell_type_common,4116,section1,section1:916:492
combined,cell_type_common,4117,section1,section1:933:492
combined,cell_type_common,4118,section1,section1:937:492
combined,cell_type_common,4119,section1,section1:975:492
combined,cell_type_common,4120,section1,section1:78:493
combined,cell_type_common,4121,section1,section1:590:493
combined,cell_type_common,4122,section1,section1:614:493
combined,cell_type_common,4123,section1,section1:885:493
combined,cell_type_common,4124,section1,section1:51:494
combined,cell_type_common,4125,section1,section1:163:494
combined,cell_type_common,4126,section1,section1:197:494
combined,cell_type_common,4127,section1,section1:201:494
combined,cell_type_common,4128,section1,section1:267:494
combined,cell_type_common,4129,section1,section1:422:494
combined,cell_type_common,4130,section1,section1:555:494
combined,cell_type_common,4131,section1,section1:568:494
combined,cell_type_common,4132,section1,section1:242:495
combined,cell_type_common,4133,section1,section1:343:495
combined,cell_type_common,4134,section1,section1:344:495
combined,cell_type_common,4135,section1,section1:432:495
combined,cell_type_common,4136,section1,section1:447:495
combined,cell_type_common,4137,section1,section1:547:495
combined,cell_type_common,4138,section1,section1:575:495
combined,cell_type_common,4139,section1,section1:639:495
combined,cell_type_common,4140,section1,section1:818:495
combined,cell_type_common,4141,section1,section1:842:495
combined,cell_type_common,4142,section1,section1:111:496
combined,cell_type_common,4143,section1,section1:277:496
combined,cell_type_common,4144,section1,section1:337:496
combined,cell_type_common,4145,section1,section1:455:496
combined,cell_type_common,4146,section1,section1:518:496
combined,cell_type_common,4147,section1,section1:536:496
combined,cell_type_common,4148,section1,section1:573:496
combined,cell_type_common,4149,section1,section1:577:496
combined,cell_type_common,4150,section1,section1:663:496
combined,cell_type_common,4151,section1,section1:695:496
combined,cell_type_common,4152,section1,section1:726:496
combined,cell_type_common,4153,section1,section1:784:496
combined,cell_type_common,4154,section1,section1:867:496
combined,cell_type_common,4155,section1,section1:875:496
combined,cell_type_common,4156,section1,section1:83:497
combined,cell_type_common,4157,section1,section1:180:497
combined,cell_type_common,4158,section1,section1:343:497
combined,cell_type_common,4159,section1,section1:352:497
combined,cell_type_common,4160,section1,section1:606:497
combined,cell_type_common,4161,section1,section1:618:497
combined,cell_type_common,4162,section1,section1:642:497
combined,cell_type_common,4163,section1,section1:749:497
combined,cell_type_common,4164,section1,section1:67:498
combined,cell_type_common,4165,section1,section1:330:498
combined,cell_type_common,4166,section1,section1:333:498
combined,cell_type_common,4167,section1,section1:467:498
combined,cell_type_common,4168,section1,section1:556:498
combined,cell_type_common,4169,section1,section1:86:499
combined,cell_type_common,4170,section1,section1:173:499
combined,cell_type_common,4171,section1,section1:258:499
combined,cell_type_common,4172,section1,section1:597:499
combined,cell_type_common,4173,section1,section1:758:499
combined,cell_type_common,4174,section1,section1:794:499
combined,cell_type_common,4175,section1,section1:119:500
combined,cell_type_common,4176,section1,section1:360:500
combined,cell_type_common,4177,section1,section1:451:500
combined,cell_type_common,4178,section1,section1:533:500
combined,cell_type_common,4179,section1,section1:621:500
combined,cell_type_common,4180,section1,section1:825:500
combined,cell_type_common,4181,section1,section1:849:500
combined,cell_type_common,4182,section1,section1:179:501
combined,cell_type_common,4183,section1,section1:258:501
combined,cell_type_common,4184,section1,section1:261:501
combined,cell_type_common,4185,section1,section1:475:501
combined,cell_type_common,4186,section1,section1:520:501
combined,cell_type_common,4187,section1,section1:821:501
combined,cell_type_common,4188,section1,section1:878:501
combined,cell_type_common,4189,section1,section1:277:502
combined,cell_type_common,4190,section1,section1:284:502
combined,cell_type_common,4191,section1,section1:393:502
combined,cell_type_common,4192,section1,section1:466:502
combined,cell_type_common,4193,section1,section1:690:502
combined,cell_type_common,4194,section1,section1:759:502
combined,cell_type_common,4195,section1,section1:917:502
combined,cell_type_common,4196,section1,section1:958:502
combined,cell_type_common,4197,section1,section1:32:503
combined,cell_type_common,4198,section1,section1:36:503
combined,cell_type_common,4199,section1,section1:49:503
combined,cell_type_common,4200,section1,section1:215:503
combined,cell_type_common,4201,section1,section1:820:503
combined,cell_type_common,4202,section1,section1:915:503
combined,cell_type_common,4203,section1,section1:137:504
combined,cell_type_common,4204,section1,section1:563:504
combined,cell_type_common,4205,section1,section1:731:504
combined,cell_type_common,4206,section1,section1:154:505
combined,cell_type_common,4207,section1,section1:180:505
combined,cell_type_common,4208,section1,section1:208:505
combined,cell_type_common,4209,section1,section1:268:505
combined,cell_type_common,4210,section1,section1:298:505
combined,cell_type_common,4211,section1,section1:402:505
combined,cell_type_common,4212,section1,section1:524:505
combined,cell_type_common,4213,section1,section1:556:505
combined,cell_type_common,4214,section1,section1:627:505
combined,cell_type_common,4215,section1,section1:895:505
combined,cell_type_common,4216,section1,section1:913:505
combined,cell_type_common,4217,section1,section1:939:505
combined,cell_type_common,4218,section1,section1:203:506
combined,cell_type_common,4219,section1,section1:257:506
combined,cell_type_common,4220,section1,section1:260:506
combined,cell_type_common,4221,section1,section1:428:506
combined,cell_type_common,4222,section1,section1:546:506
combined,cell_type_common,4223,section1,section1:735:506
combined,cell_type_common,4224,section1,section1:46:507
combined,cell_type_common,4225,section1,section1:467:507
combined,cell_type_common,4226,section1,section1:540:507
combined,cell_type_common,4227,section1,section1:35:508
combined,cell_type_common,4228,section1,section1:79:508
combined,cell_type_common,4229,section1,section1:269:508
combined,cell_type_common,4230,section1,section1:388:508
combined,cell_type_common,4231,section1,section1:400:508
combined,cell_type_common,4232,section1,section1:432:508
combined,cell_type_common,4233,section1,section1:470:508
combined,cell_type_common,4234,section1,section1:524:508
combined,cell_type_common,4235,section1,section1:645:508
combined,cell_type_common,4236,section1,section1:772:508
combined,cell_type_common,4237,section1,section1:793:508
combined,cell_type_common,4238,section1,section1:880:508
combined,cell_type_common,4239,section1,section1:113:509
combined,cell_type_common,4240,section1,section1:450:509
combined,cell_type_common,4241,section1,section1:478:509
combined,cell_type_common,4242,section1,section1:597:509
combined,cell_type_common,4243,section1,section1:612:509
combined,cell_type_common,4244,section1,section1:767:509
combined,cell_type_common,4245,section1,section1:885:509
combined,cell_type_common,4246,section1,section1:930:509
combined,cell_type_common,4247,section1,section1:933:509
combined,cell_type_common,4248,section1,section1:79:510
combined,cell_type_common,4249,section1,section1:89:510
combined,cell_type_common,4250,section1,section1:109:510
combined,cell_type_common,4251,section1,section1:214:510
combined,cell_type_common,4252,section1,section1:416:510
combined,cell_type_common,4253,section1,section1:782:510
combined,cell_type_common,4254,section1,section1:119:511
combined,cell_type_common,4255,section1,section1:484:511
combined,cell_type_common,4256,section1,section1:572:511
combined,cell_type_common,4257,section1,section1:658:511
combined,cell_type_common,4258,section1,section1:691:511
combined,cell_type_common,4259,section1,section1:830:511
combined,cell_type_common,4260,section1,section1:881:511
combined,cell_type_common,4261,section1,section1:120:512
combined,cell_type_common,4262,section1,section1:255:512
combined,cell_type_common,4263,section1,section1:493:512
combined,cell_type_common,4264,section1,section1:600:512
combined,cell_type_common,4265,section1,section1:606:512
combined,cell_type_common,4266,section1,section1:810:512
combined,cell_type_common,4267,section1,section1:821:512
combined,cell_type_common,4268,section1,section1:831:512
combined,cell_type_common,4269,section1,section1:883:512
combined,cell_type_common,4270,section1,section1:901:512
combined,cell_type_common,4271,section1,section1:47:513
combined,cell_type_common,4272,section1,section1:91:513
combined,cell_type_common,4273,section1,section1:306:513
combined,cell_type_common,4274,section1,section1:403:513
combined,cell_type_common,4275,section1,section1:414:513
combined,cell_type_common,4276,section1,section1:579:513
combined,cell_type_common,4277,section1,section1:604:513
combined,cell_type_common,4278,section1,section1:733:513
combined,cell_type_common,4279,section1,section1:900:513
combined,cell_type_common,4280,section1,section1:34:514
combined,cell_type_common,4281,section1,section1:458:514
combined,cell_type_common,4282,section1,section1:463:514
combined,cell_type_common,4283,section1,section1:716:514
combined,cell_type_common,4284,section1,section1:861:514
combined,cell_type_common,4285,section1,section1:925:514
combined,cell_type_common,4286,section1,section1:59:515
combined,cell_type_common,4287,section1,section1:80:515
combined,cell_type_common,4288,section1,section1:169:515
combined,cell_type_common,4289,section1,section1:521:515
combined,cell_type_common,4290,section1,section1:556:515
combined,cell_type_common,4291,section1,section1:600:515
combined,cell_type_common,4292,section1,section1:671:515
combined,cell_type_common,4293,section1,section1:789:515
combined,cell_type_common,4294,section1,section1:806:515
combined,cell_type_common,4295,section1,section1:397:516
combined,cell_type_common,4296,section1,section1:532:516
combined,cell_type_common,4297,section1,section1:772:516
combined,cell_type_common,4298,section1,section1:808:516
combined,cell_type_common,4299,section1,section1:198:517
combined,cell_type_common,4300,section1,section1:206:517
combined,cell_type_common,4301,section1,section1:414:517
combined,cell_type_common,4302,section1,section1:609:517
combined,cell_type_common,4303,section1,section1:615:517
combined,cell_type_common,4304,section1,section1:718:517
